Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.00   514.50      0.00        3     0.00     6.67  Set#==
  0.00   514.50      0.00        3     0.00     0.00  Bundler::SourceList#all_sources
  0.00   514.50      0.00       84     0.00     0.00  Bundler::SourceList#source_list_for
  0.00   514.50      0.00      170     0.00     0.35  Bundler::SourceList#get
  0.00   514.50      0.00        1     0.00     0.00  #<Object:0x0000000186fed8>.keys
  0.00   514.50      0.00       80     0.00     0.00  Bundler::Settings#all
  0.00   514.50      0.00        3     0.00     0.00  Bundler::Settings#local_overrides
  0.00   514.50      0.00        1     0.00     0.00  Bundler::Definition#converge_locals
  0.00   514.50      0.00       57     0.00     0.00  Bundler::Dependency#current_env?
  0.00   514.50      0.00       76     0.00     0.00  Bundler::Dependency#current_platform?
  0.00   514.50      0.00       57     0.00     0.00  Bundler::Dependency#should_include?
  0.00   514.50      0.00       23     0.00     0.00  Bundler::Definition#compute_requires
  0.00   514.50      0.00      210     0.00     0.00  Bundler::Definition#fixup_dependency_types!
  0.00   514.50      0.00        1     0.00   290.00  Bundler::Dsl#to_definition
  0.00   514.50      0.00        1     0.00   320.00  Bundler::Dsl.evaluate
  0.00   514.50      0.00        1     0.00   330.00  Bundler::Definition.build
  0.00   514.50      0.00        2     0.00   200.00  Bundler.definition
  0.00   514.50      0.00        1     0.00     0.00  Bundler::Definition#validate_ruby!
  0.00   514.50      0.00        3     0.00     0.00  Bundler::RubygemsIntegration#ext_lock
  0.00   514.50      0.00        1     0.00    10.00  Pathname.pwd
  0.00   514.50      0.00        2     0.00    10.00  Bundler::SharedHelpers#pwd
  0.00   514.50      0.00        5     0.00     6.00  MonitorMixin#mon_synchronize
  0.00   514.50      0.00        2     0.00     5.00  Bundler::SharedHelpers#find_file
  0.00   514.50      0.00        2     0.00     5.00  Bundler::SharedHelpers#search_up
  0.00   514.50      0.00        2     0.00     0.00  Bundler::SharedHelpers#prints_major_deprecations?
  0.00   514.50      0.00        2     0.00     0.00  Bundler::SharedHelpers#major_deprecation
  0.00   514.50      0.00        1     0.00     0.00  Bundler::SharedHelpers#deprecate_gemfile
  0.00   514.50      0.00        1     0.00     0.00  Bundler::RubygemsIntegration#provides?
  0.00   514.50      0.00        1     0.00    10.00  Bundler::SharedHelpers#print_major_deprecations!
  0.00   514.50      0.00        5     0.00     0.00  Bundler::Runtime.definition_method
  0.00   514.50      0.00        1     0.00     0.00  Bundler::Runtime#initialize
  0.00   514.50      0.00        1     0.00     0.00  Bundler.load
  0.00   514.50      0.00        1     0.00     0.00  Regexp.escape
  0.00   514.50      0.00        3     0.00     0.00  Bundler::RubygemsIntegration#loaded_gem_paths
  0.00   514.50      0.00      167     0.00     0.00  Gem::Source::Installed#initialize
  0.00   514.50      0.00      177     0.00     0.00  Gem::Specification#source
  0.00   514.50      0.00      493     0.00     0.00  Gem::Specification#loaded_from
  0.00   514.50      0.00        1     0.00     0.00  Gem::Specification#original_name
  0.00   514.50      0.00        3     0.00     0.00  Gem::Specification#extension_dir
  0.00   514.50      0.00       10     0.00     0.00  Bundler::SharedHelpers#clean_load_path
  0.00   514.50      0.00        2     0.00     0.00  Bundler::Definition#groups
  0.00   514.50      0.00        4     0.00     0.00  Bundler::Settings#get_array
  0.00   514.50      0.00        2     0.00     0.00  Bundler::Settings#without
  0.00   514.50      0.00        2     0.00     0.00  Bundler::Settings#with
  0.00   514.50      0.00        2     0.00     0.00  Bundler::Definition#requested_groups
  0.00   514.50      0.00       39     0.00    38.72  Bundler::Definition#specs_for
  0.00   514.50      0.00       19     0.00     0.00  Bundler::Definition#in_locked_deps?
  0.00   514.50      0.00       19     0.00     3.16  Enumerable#any?
  0.00   514.50      0.00        2     0.00     0.00  Bundler::Source#include?
  0.00   514.50      0.00       80     0.00     0.25  Bundler::Source::Rubygems#to_s
  0.00   514.50      0.00       38     0.00     0.00  Bundler::Dependency#gem_platforms
  0.00   514.50      0.00      460     0.00     0.00  Bundler::DepProxy#name
  0.00   514.50      0.00      226     0.00     0.00  Bundler::MatchPlatform#match_platform
  0.00   514.50      0.00      612     0.00     0.08  Bundler::DepProxy#hash
  0.00   514.50      0.00      188     0.00     0.00  Array#<=>
  0.00   514.50      0.00        1     0.00     0.00  Bundler::Definition#nothing_changed?
  0.00   514.50      0.00        1     0.00     0.00  Gem::StreamUI#initialize
  0.00   514.50      0.00        1     0.00     0.00  Gem::SilentUI#initialize
  0.00   514.50      0.00        1     0.00     0.00  Bundler::UI::RGProxy#initialize
  0.00   514.50      0.00        2     0.00     0.00  Gem::DefaultUserInteraction.ui=
  0.00   514.50      0.00        2     0.00     0.00  Bundler::RubygemsIntegration#ui=
  0.00   514.50      0.00        2     0.00     0.00  Bundler.ui=
  0.00   514.50      0.00        3     0.00     0.00  Bundler.ui
  0.00   514.50      0.00        1     0.00     0.00  Bundler::UI::Silent#debug
  0.00   514.50      0.00        4     0.00   102.50  Bundler::Definition#resolve
  0.00   514.50      0.00       20     0.00     0.00  Bundler::Definition#requested_dependencies
  0.00   514.50      0.00       89     0.00     0.11  Array#reject
  0.00   514.50      0.00       93     0.00     0.00  Bundler::RemoteSpecification#initialize
  0.00   514.50      0.00       93     0.00     0.00  Bundler::StubSpecification.from_stub
  0.00   514.50      0.00      188     0.00     0.11  Bundler::Index#<<
  0.00   514.50      0.00       94     0.00     1.38  Bundler::Source::Rubygems#installed_specs
  0.00   514.50      0.00       93     0.00     0.22  Bundler::Index#search_by_spec
  0.00   514.50      0.00       94     0.00     0.64  Bundler::Index#use
  0.00   514.50      0.00       82     0.00     1.83  Bundler::Source::Rubygems#specs
  0.00   514.50      0.00      102     0.00     0.00  Bundler::Index#specs_by_name
  0.00   514.50      0.00       87     0.00     0.00  Gem::Requirement#none?
  0.00   514.50      0.00       89     0.00     0.00  Comparable#==
  0.00   514.50      0.00       87     0.00     0.11  Gem::Dependency#matches_spec?
  0.00   514.50      0.00      102     0.00     0.59  Bundler::Index#local_search
  0.00   514.50      0.00      102     0.00     0.20  Bundler::Index#sort_specs
  0.00   514.50      0.00      106     0.00     1.13  Bundler::Index#search
  0.00   514.50      0.00       82     0.00     4.51  Bundler::LazySpecification#__materialize__
  0.00   514.50      0.00       83     0.00    10.84  Bundler::SpecSet#materialize
  0.00   514.50      0.00        4     0.00     0.00  Bundler::Source::Git#shortref_for_path
  0.00   514.50      0.00        2     0.00     0.00  Bundler::Source::Git#app_cache_dirname
  0.00   514.50      0.00        8     0.00     0.00  Bundler::Source::Path#app_cache_path
  0.00   514.50      0.00        8     0.00     0.00  Bundler::Source::Path#has_app_cache?
  0.00   514.50      0.00        8     0.00     0.00  Bundler::Source::Git#has_app_cache?
  0.00   514.50      0.00        8     0.00     0.00  Bundler::Source::Git#requires_checkout?
  0.00   514.50      0.00        2     0.00     0.00  Bundler.home
  0.00   514.50      0.00        2     0.00     0.00  Bundler.install_path
  0.00   514.50      0.00        2     0.00     0.00  Bundler::Source::Git#install_path
  0.00   514.50      0.00        2     0.00     0.00  Bundler::Source::Path#expand
  0.00   514.50      0.00        4     0.00     0.00  Bundler::Source::Path#expanded_path
  0.00   514.50      0.00        4     0.00     0.00  Fixnum#-@
  0.00   514.50      0.00        6     0.00    26.67  Bundler::Source::Path#load_spec_files
  0.00   514.50      0.00       29     0.00     0.00  Gem::Specification#extra_rdoc_files=
  0.00   514.50      0.00        1     0.00     0.00  Gem::Specification#test_files=
  0.00   514.50      0.00      109     0.00     0.55  Gem::Specification#add_runtime_dependency
  0.00   514.50      0.00        2     0.00    10.00  Bundler.eval_gemspec
  0.00   514.50      0.00        4     0.00    10.00  Bundler.load_gemspec_uncached
  0.00   514.50      0.00        2     0.00    10.00  Dir.chdir
  0.00   514.50      0.00        4     0.00    10.00  Bundler::SharedHelpers#chdir
  0.00   514.50      0.00        4     0.00     0.00  Gem::Specification.array_attributes
  0.00   514.50      0.00       24     0.00     0.00  Gem::Specification#initialize_copy
  0.00   514.50      0.00        2     0.00    10.00  Bundler.load_gemspec
  0.00   514.50      0.00        2     0.00     0.00  Bundler::RubygemsIntegration#set_installed_by_version
  0.00   514.50      0.00        2     0.00     0.00  Gem::Specification#normalize
  0.00   514.50      0.00        2     0.00     0.00  Gem::Specification.non_nil_attributes
  0.00   514.50      0.00        2     0.00     0.00  Gem::Specification#date
  0.00   514.50      0.00        2     0.00     0.00  Gem::BasicSpecification#require_paths
  0.00   514.50      0.00        2     0.00     0.00  Gem::Specification#file_name
  0.00   514.50      0.00        4     0.00     0.00  Gem::Specification#authors
  0.00   514.50      0.00       86     0.00     0.00  Gem::Specification#executables
  0.00   514.50      0.00        2     0.00     0.00  Gem::Specification#extensions
  0.00   514.50      0.00        2     0.00     0.00  Gem::Specification#extra_rdoc_files
  0.00   514.50      0.00        6     0.00     0.00  Gem::Specification#licenses
  0.00   514.50      0.00        2     0.00     0.00  Gem::Specification#rdoc_options
  0.00   514.50      0.00        2     0.00     0.00  Gem::Specification#requirements
  0.00   514.50      0.00        2     0.00     0.00  Gem::Specification#test_files
  0.00   514.50      0.00        8     0.00     0.00  Gem.win_platform?
  0.00   514.50      0.00       23     0.00     0.00  File.stat
  0.00   514.50      0.00       15     0.00     0.00  File::Stat#mode
  0.00   514.50      0.00       19     0.00     0.00  Gem::Specification#validate_permissions
  0.00   514.50      0.00        2     0.00     0.00  Gem::DefaultUserInteraction.ui
  0.00   514.50      0.00        2     0.00     0.00  Gem::DefaultUserInteraction#ui
  0.00   514.50      0.00        2     0.00     0.00  IO#puts
  0.00   514.50      0.00        2     0.00     0.00  Gem::StreamUI#alert_warning
  0.00   514.50      0.00        2     0.00     0.00  Gem::UserInteraction#alert_warning
  0.00   514.50      0.00        4     0.00    30.00  Bundler::RubygemsIntegration#validate
  0.00   514.50      0.00        2     0.00    30.00  Bundler::UI::Silent#silence
  0.00   514.50      0.00        4     0.00     0.00  Bundler::Index#empty?
  0.00   514.50      0.00        2     0.00    40.00  Bundler::Source::Git#load_spec_files
  0.00   514.50      0.00        8     0.00    10.00  Bundler::Source::Path#local_specs
  0.00   514.50      0.00        8     0.00    10.00  Bundler::Source::Git#specs
  0.00   514.50      0.00      110     0.00     0.00  Array#reverse
  0.00   514.50      0.00        1     0.00    10.00  Bundler::SpecSet#[]
  0.00   514.50      0.00        3     0.00     0.00  Bundler::Index#add_source
  0.00   514.50      0.00       98     0.00     0.10  Bundler::Definition#pinned_spec_names
  0.00   514.50      0.00        4     0.00     2.50  Bundler::Index#dependency_names
  0.00   514.50      0.00       36     0.00     0.28  Bundler::Index#unmet_dependency_names
  0.00   514.50      0.00        2     0.00     5.00  Bundler::Source#unmet_deps
  0.00   514.50      0.00        5     0.00    12.00  Bundler::Definition#index
  0.00   514.50      0.00        1     0.00     0.00  Bundler::Source::Rubygems#unmet_deps
  0.00   514.50      0.00        1     0.00    20.00  Bundler::Index.build
  0.00   514.50      0.00       13     0.00     0.00  Set#include?
  0.00   514.50      0.00        1     0.00     0.00  Set#add?
  0.00   514.50      0.00        1     0.00     0.00  Bundler::SpecSet#[]=
  0.00   514.50      0.00        1     0.00   970.00  Bundler::Definition#specs
  0.00   514.50      0.00       19     0.00     0.00  Bundler::GemHelpers#generic_local_platform
  0.00   514.50      0.00       35     0.00     0.00  Gem::Specification#rdoc_options=
  0.00   514.50      0.00      434     0.00     0.92  Bundler::StubSpecification#_remote_specification
  0.00   514.50      0.00        2     0.00     0.00  Gem::Specification#extensions=
  0.00   514.50      0.00        1     0.00  1510.00  Bundler::Definition#requested_specs
  0.00   514.50      0.00        1     0.00  1510.00  Bundler::Runtime#requires
  0.00   514.50      0.00        1     0.00  1510.00  Bundler::Runtime#requested_specs
  0.00   514.50      0.00        1     0.00     0.00  Gem::Specification#gem_dir
  0.00   514.50      0.00        1     0.00     0.00  Gem::Specification#bin_dir
  0.00   514.50      0.00        1     0.00     0.00  Gem::Specification#bin_file
  0.00   514.50      0.00        3     0.00     0.00  Gem.bin_path
  0.00   514.50      0.00        1     0.00     0.00  Bundler::RubygemsIntegration#bin_path
  0.00   514.50      0.00        1     0.00     0.00  Bundler::SharedHelpers#set_bundle_variables
  0.00   514.50      0.00        1     0.00     0.00  Bundler::SharedHelpers#set_path
  0.00   514.50      0.00        1     0.00     0.00  Bundler::SharedHelpers#set_rubyopt
  0.00   514.50      0.00        1     0.00     0.00  Bundler::SharedHelpers#set_rubylib
  0.00   514.50      0.00        1     0.00     0.00  Bundler::SharedHelpers#set_bundle_environment
